Name,city,Price,Superhost,is_fav,Rating,Reviews,URL
Stylish apartment near Mariahilfer Strasse,Vienna,"€ 1,035",Yes,1,4.96,96167,https://www.airbnb.com/rooms/897162174081439516?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3VxJbcktYyPZKUo&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Supreme Art Suite - Central Vienna,Vienna,€ 856,Yes,1,4.94,94290,https://www.airbnb.com/rooms/52121519?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3m7-piFL4Drt03M&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Stylish Home in Vienna’s Central 9th District,Vienna,€ 511,Yes,1,4.85,8513,https://www.airbnb.com/rooms/1532700383733068506?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3Klni8isjx957q6&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Luxury almost lau because of construction site in the house,Vienna,"€ 1,171",Yes,1,4.91,91132,https://www.airbnb.com/rooms/46913406?search_mode=regular_search&adults=1&check_in=2026-02-21&check_out=2026-02-26&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3_ip8xHXsLrnLpl&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Air-conditioned designer apartment at the Karmelitermarkt,Vienna,"€ 1,146",No,0,5.0,3,https://www.airbnb.com/rooms/1498403494181598608?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3V0M6_LqJod9TON&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
95 m² Apartment - perfect for 4!,Vienna,€ 328,Yes,0,4.85,400,https://www.airbnb.com/rooms/46562275?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3vGxAWrzBQqkH1w&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Small townhouse in a prime location,Vienna,"€ 1,750",Yes,1,4.92,92143,https://www.airbnb.com/rooms/768129445764699440?search_mode=regular_search&adults=1&check_in=2026-03-15&check_out=2026-03-20&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P32t5VYEdyQ1sHQ4&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Elegant Biedermeierwohnung,Vienna,€ 843,Yes,1,4.95,9557,https://www.airbnb.com/rooms/3717667?search_mode=regular_search&adults=1&check_in=2026-03-05&check_out=2026-03-10&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3lgB-sr7UQOiLuq&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Modern apartment with balcony,Vienna,€ 820,Yes,1,4.98,9882,https://www.airbnb.com/rooms/1029889206259648403?search_mode=regular_search&adults=1&check_in=2026-02-04&check_out=2026-02-09&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3V-V7D3bV7TYE3q&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Spacious and Stylish Two-Level Retreat,Vienna,"€ 1,069",No,0,New,2,https://www.airbnb.com/rooms/1586908854861716328?search_mode=regular_search&adults=1&check_in=2026-02-09&check_out=2026-02-14&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P30ZOOAt3ImiMpN3&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Small new townhouse,Vienna,"€ 1,250",Yes,1,4.94,94152,https://www.airbnb.com/rooms/768167658559993699?search_mode=regular_search&adults=1&check_in=2026-02-27&check_out=2026-03-04&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3CFJ3LPSM7vfghF&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Apartments at Rochusmarkt Top 9,Vienna,€ 824,Yes,0,5.0,3,https://www.airbnb.com/rooms/1558810286002491623?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3DIxLack68oClN7&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Moonlight Apt 7,Vienna,€ 848,Yes,0,4.9,49,https://www.airbnb.com/rooms/781666433616823278?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P33HxipwdCqWVHOf&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Wonderful Augarten City-Apartment,Vienna,€ 849,Yes,1,4.98,98541,https://www.airbnb.com/rooms/4431063?search_mode=regular_search&adults=1&check_in=2026-03-01&check_out=2026-03-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511486_P3N03T7FgzA3-jOS&previous_page_section_name=1000&federated_search_id=f132b800-95db-4d4d-ab54-066a6d023b0c
Wonderful Augarten City-Apartment,Vienna,€ 849,Yes,1,4.98,98541,https://www.airbnb.com/rooms/4431063?search_mode=regular_search&adults=1&check_in=2026-03-01&check_out=2026-03-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3gGO-B6uFDc1E5b&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Steiner Residences Nestroyplatz Duplex Apartments,Vienna,€ 480,Yes,0,4.79,38,https://www.airbnb.com/rooms/702577993400335684?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P371yWFFdtnsL77c&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Brand NEW Premium City Apartment in Prime Location,Vienna,€ 855,No,1,5.0,06,https://www.airbnb.com/rooms/1567818051195310787?search_mode=regular_search&adults=1&check_in=2026-03-16&check_out=2026-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3Dk-K4lm7ts2rwJ&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Urban Luxury Penthouse | Designer Interior,Vienna,"€ 1,297",Yes,0,5.0,3,https://www.airbnb.com/rooms/1580627764900981800?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3gyfmSRm9pcv4YD&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
"Two interconnected loft apartments Naschmarkt, TU",Vienna,"€ 1,294",Yes,1,4.96,96268,https://www.airbnb.com/rooms/53160983?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3pwQSGE68DWGGR-&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Maison Vienna – The First,Vienna,€ 779,Yes,1,4.99,99156,https://www.airbnb.com/rooms/1030191971037237294?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3NmXIEmbwn6CT7k&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
The Royal Hideaway - in the heart of Vienna,Vienna,€ 664,Yes,0,5.0,4,https://www.airbnb.com/rooms/1459279455329581734?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3zMViDg8MAjD3d_&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Skyflats Vienna West View,Vienna,"€ 1,845",Yes,1,4.9,948,https://www.airbnb.com/rooms/43683531?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3oJySCOCzGZdbd9&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Numa | XL 2-Bedroom Apartment with Terrace,Vienna,€ 473,No,0,4.91,11,https://www.airbnb.com/rooms/1212800886198058118?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3-0IobW5XgtC9mJ&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Kruegelstein House,Vienna,€ 584,Yes,1,4.95,9521,https://www.airbnb.com/rooms/1143127242272947622?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3WkaIkszg7TKyuK&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
"Red Palm - 100m2 - central, stylish",Vienna,€ 857,Yes,1,4.9,930,https://www.airbnb.com/rooms/1265023635677277104?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P33B7c5G1cRoVS1I&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Cozy Apartment in Traditional Viennese Palais,Vienna,€ 817,No,1,4.82,82200,https://www.airbnb.com/rooms/22363944?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3LkXSiaTxZE73-Q&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
"Panoramic terrace view, loft3 next to city centre",Vienna,"€ 1,104",Yes,1,4.9,9203,https://www.airbnb.com/rooms/597645656217929045?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3rF0RqQ-05EsM5D&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Big penthouse #12 with terrasse and view,Vienna,"€ 1,441",Yes,1,4.95,95275,https://www.airbnb.com/rooms/17493858?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3sV3Fo4MOVXYC10&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
Effortless Elegance in the Historic 9th District of Vienna,Vienna,"€ 1,335",Yes,1,4.97,97336,https://www.airbnb.com/rooms/21277940?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769511602_P3WKEjh4f7hl5Cc5&previous_page_section_name=1000&federated_search_id=3fc91187-7c39-4c15-a730-166faf5734b0
